la_code,la_name,date_code,measurement,units,value,type_of_tenure,household_type,age,gender,limiting_long_term_physical_or_mental_health_condition
S12000042,Dundee City,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.74,Rented,All,All,All,All
S12000017,Highland,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.42,Owned Mortgage/Loan,All,All,All,All
S12000017,Highland,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.7,Rented,All,All,All,All
S12000039,West Dunbartonshire,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.34,Rented,All,All,All,All
S12000040,West Lothian,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.08,Owned Outright,All,All,All,All
S12000041,Angus,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.48,Owned Outright,All,All,All,All
S12000042,Dundee City,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.94,Owned Outright,All,All,All,All
S12000042,Dundee City,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.38,Owned Mortgage/Loan,All,All,All,All
S12000019,Midlothian,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.53,Owned Outright,All,All,All,All
S12000019,Midlothian,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.41,Rented,All,All,All,All
S12000019,Midlothian,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.95,Owned Mortgage/Loan,All,All,All,All
S12000018,Inverclyde,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.13,Rented,All,All,All,All
S12000018,Inverclyde,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.63,Owned Mortgage/Loan,All,All,All,All
S12000014,Falkirk,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.59,Rented,All,All,All,All
S12000018,Inverclyde,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.81,Owned Outright,All,All,All,All
S12000017,Highland,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.57,Owned Outright,All,All,All,All
S12000014,Falkirk,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.84,Owned Mortgage/Loan,All,All,All,All
S12000023,Orkney Islands,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.19,Owned Mortgage/Loan,All,All,All,All
S12000026,Scottish Borders,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.99,Owned Outright,All,All,All,All
S12000023,Orkney Islands,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.47,Rented,All,All,All,All
S12000023,Orkney Islands,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.27,Owned Outright,All,All,All,All
S12000021,North Ayrshire,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.64,Rented,All,All,All,All
S12000020,Moray,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.7,Rented,All,All,All,All
S12000021,North Ayrshire,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.49,Owned Mortgage/Loan,All,All,All,All
S12000021,North Ayrshire,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.11,Owned Outright,All,All,All,All
S12000020,Moray,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.99,Owned Mortgage/Loan,All,All,All,All
S12000020,Moray,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.64,Owned Outright,All,All,All,All
S12000029,South Lanarkshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.5,All,All,65 years and over,All,All
S12000021,North Ayrshire,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.46,All,All,65 years and over,All,All
S12000028,South Ayrshire,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.62,All,All,65 years and over,All,All
S12000023,Orkney Islands,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,28.2,All,All,65 years and over,All,All
S12000021,North Ayrshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.02,All,All,65 years and over,All,All
S12000027,Shetland Islands,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.47,All,All,65 years and over,All,All
S12000029,South Lanarkshire,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.17,All,All,65 years and over,All,All
S12000027,Shetland Islands,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.1,All,All,65 years and over,All,All
S12000030,Stirling,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.96,All,All,65 years and over,All,All
S12000029,South Lanarkshire,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.34,All,All,65 years and over,All,All
S12000023,Orkney Islands,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,29.48,All,All,65 years and over,All,All
S12000023,Orkney Islands,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.7,All,All,65 years and over,All,All
S12000021,North Ayrshire,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.35,All,All,65 years and over,All,All
S12000026,Scottish Borders,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.12,All,All,65 years and over,All,All
S12000020,Moray,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.88,All,All,65 years and over,All,All
S12000026,Scottish Borders,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.81,All,All,65 years and over,All,All
S12000026,Scottish Borders,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.49,All,All,65 years and over,All,All
S12000019,Midlothian,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.91,All,All,65 years and over,All,All
S12000011,East Renfrewshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.58,All,All,65 years and over,All,All
S12000019,Midlothian,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.31,All,All,65 years and over,All,All
S12000013,Na h-Eileanan Siar,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.4,All,All,65 years and over,All,All
S12000011,East Renfrewshire,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.9,All,All,65 years and over,All,All
S12000017,Highland,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.61,All,All,65 years and over,All,All
S12000020,Moray,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.88,All,All,65 years and over,All,All
S12000017,Highland,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.72,All,All,65 years and over,All,All
S12000020,Moray,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.44,All,All,65 years and over,All,All
S12000019,Midlothian,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.5,All,All,65 years and over,All,All
S12000013,Na h-Eileanan Siar,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.81,All,All,65 years and over,All,All
S12000028,South Ayrshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.5,All,All,65 years and over,All,All
S12000013,Na h-Eileanan Siar,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.22,All,All,65 years and over,All,All
S12000028,South Ayrshire,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.89,All,All,65 years and over,All,All
S12000027,Shetland Islands,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.24,All,All,65 years and over,All,All
S12000011,East Renfrewshire,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.64,All,All,65 years and over,All,All
S12000014,Falkirk,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.94,All,All,65 years and over,All,All
S12000010,East Lothian,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.11,All,All,65 years and over,All,All
S12000014,Falkirk,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.06,All,All,65 years and over,All,All
S12000014,Falkirk,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.29,All,All,65 years and over,All,All
S12000036,City of Edinburgh,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.88,All,All,65 years and over,All,All
S12000035,Argyll and Bute,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.89,All,All,65 years and over,All,All
S12000038,Renfrewshire,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.09,All,All,65 years and over,All,All
S12000041,Angus,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.93,All,All,65 years and over,All,All
S12000036,City of Edinburgh,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.57,All,All,65 years and over,All,All
S12000036,City of Edinburgh,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.49,All,All,65 years and over,All,All
S12000038,Renfrewshire,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.78,All,All,65 years and over,All,All
S12000023,Orkney Islands,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.38,All,All,All,All,All
S12000026,Scottish Borders,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.85,All,All,All,All,All
S12000029,South Lanarkshire,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.05,All,All,All,All,All
S12000045,East Dunbartonshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.86,All,All,65 years and over,All,All
S12000045,East Dunbartonshire,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.23,All,All,65 years and over,All,All
S12000042,Dundee City,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.39,All,All,65 years and over,All,All
S12000045,East Dunbartonshire,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.6,All,All,65 years and over,All,All
S12000018,Inverclyde,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.45,All,All,65 years and over,All,All
S12000018,Inverclyde,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.83,All,All,65 years and over,All,All
S12000017,Highland,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.44,All,All,65 years and over,All,All
S12000018,Inverclyde,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.83,All,All,65 years and over,All,All
S12000042,Dundee City,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.3,All,All,65 years and over,All,All
S12000033,Aberdeen City,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.25,All,All,65 years and over,All,All
S12000030,Stirling,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.76,All,All,65 years and over,All,All
S12000033,Aberdeen City,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.86,All,All,65 years and over,All,All
S12000035,Argyll and Bute,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.24,All,All,65 years and over,All,All
S12000030,Stirling,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.74,All,All,65 years and over,All,All
S12000042,Dundee City,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.78,All,All,65 years and over,All,All
S12000038,Renfrewshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.24,All,All,65 years and over,All,All
S12000041,Angus,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.73,All,All,65 years and over,All,All
S12000033,Aberdeen City,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.36,All,All,65 years and over,All,All
S12000041,Angus,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.35,All,All,65 years and over,All,All
S12000035,Argyll and Bute,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.32,All,All,65 years and over,All,All
S12000034,Aberdeenshire,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.87,All,All,65 years and over,All,All
S12000034,Aberdeenshire,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.35,All,All,65 years and over,All,All
S12000034,Aberdeenshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.1,All,All,65 years and over,All,All
S12000006,Dumfries and Galloway,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.97,All,All,65 years and over,All,All
S12000006,Dumfries and Galloway,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.05,All,All,65 years and over,All,All
S12000006,Dumfries and Galloway,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.73,All,All,65 years and over,All,All
S12000005,Clackmannanshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.75,All,All,65 years and over,All,All
S12000005,Clackmannanshire,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.72,All,All,65 years and over,All,All
S12000041,Angus,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.27,Owned Mortgage/Loan,All,All,All,All
S12000040,West Lothian,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.62,Owned Outright,All,All,All,All
S12000040,West Lothian,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.54,Rented,All,All,All,All
S12000017,Highland,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.27,Owned Mortgage/Loan,All,All,All,All
S12000040,West Lothian,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.03,Owned Mortgage/Loan,All,All,All,All
S12000039,West Dunbartonshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.04,Rented,All,All,All,All
S12000038,Renfrewshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.24,Owned Mortgage/Loan,All,All,All,All
S12000039,West Dunbartonshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.47,Owned Outright,All,All,All,All
S12000041,Angus,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.51,Owned Outright,All,All,All,All
S12000038,Renfrewshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.28,Rented,All,All,All,All
S12000018,Inverclyde,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.85,Rented,All,All,All,All
S12000019,Midlothian,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.76,Owned Mortgage/Loan,All,All,All,All
S12000019,Midlothian,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.12,Owned Outright,All,All,All,All
S12000018,Inverclyde,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.59,Owned Mortgage/Loan,All,All,All,All
S12000018,Inverclyde,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.6,Owned Outright,All,All,All,All
S12000017,Highland,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.5,Rented,All,All,All,All
S12000047,Fife,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.74,Owned Mortgage/Loan,All,All,All,All
S12000017,Highland,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.85,Owned Outright,All,All,All,All
S12000047,Fife,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.45,Rented,All,All,All,All
S12000047,Fife,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.13,Owned Outright,All,All,All,All
S12000030,Stirling,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.78,Owned Mortgage/Loan,All,All,All,All
S12000045,East Dunbartonshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.32,Owned Outright,All,All,All,All
S12000030,Stirling,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.16,Owned Outright,All,All,All,All
S12000045,East Dunbartonshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.78,Owned Mortgage/Loan,All,All,All,All
S12000042,Dundee City,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.5,Rented,All,All,All,All
S12000028,South Ayrshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.36,Rented,All,All,All,All
S12000033,Aberdeen City,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.95,Owned Outright,All,All,All,All
S12000028,South Ayrshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.6,Owned Mortgage/Loan,All,All,All,All
S12000033,Aberdeen City,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.52,Owned Mortgage/Loan,All,All,All,All
S12000030,Stirling,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.72,Rented,All,All,All,All
S12000005,Clackmannanshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.52,All,Adults,All,All,All
S12000045,East Dunbartonshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.47,Rented,All,All,All,All
S12000039,West Dunbartonshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.92,Owned Mortgage/Loan,All,All,All,All
S12000041,Angus,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.94,Rented,All,All,All,All
S12000042,Dundee City,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.62,Owned Outright,All,All,All,All
S12000042,Dundee City,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.28,Owned Mortgage/Loan,All,All,All,All
S12000023,Orkney Islands,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,28.94,Owned Mortgage/Loan,All,All,All,All
S12000023,Orkney Islands,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.66,Owned Outright,All,All,All,All
S12000020,Moray,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.91,Owned Outright,All,All,All,All
S12000021,North Ayrshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.98,Owned Mortgage/Loan,All,All,All,All
S12000023,Orkney Islands,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.97,Rented,All,All,All,All
S12000020,Moray,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.44,Rented,All,All,All,All
S12000020,Moray,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.36,Owned Mortgage/Loan,All,All,All,All
S12000027,Shetland Islands,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.06,Owned Outright,All,All,All,All
S12000019,Midlothian,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.21,Rented,All,All,All,All
S12000021,North Ayrshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.17,Owned Outright,All,All,All,All
S12000021,North Ayrshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.86,Rented,All,All,All,All
S12000014,Falkirk,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.15,Owned Outright,All,All,All,All
S12000014,Falkirk,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.38,Rented,All,All,All,All
S12000014,Falkirk,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.28,Owned Mortgage/Loan,All,All,All,All
S12000013,Na h-Eileanan Siar,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.89,Rented,All,All,All,All
S12000013,Na h-Eileanan Siar,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.77,Owned Mortgage/Loan,All,All,All,All
S12000011,East Renfrewshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.57,Owned Mortgage/Loan,All,All,All,All
S12000013,Na h-Eileanan Siar,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.2,Owned Outright,All,All,All,All
S12000011,East Renfrewshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.68,Rented,All,All,All,All
S12000011,East Renfrewshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.71,Owned Outright,All,All,All,All
S12000010,East Lothian,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.44,Rented,All,All,All,All
S12000027,Shetland Islands,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.2,Rented,All,All,All,All
S12000027,Shetland Islands,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.34,Owned Mortgage/Loan,All,All,All,All
S12000048,Perth and Kinross,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.58,Owned Mortgage/Loan,All,All,All,All
S12000026,Scottish Borders,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.83,Rented,All,All,All,All
S12000028,South Ayrshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.78,Owned Outright,All,All,All,All
S12000048,Perth and Kinross,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.6,Rented,All,All,All,All
S12000026,Scottish Borders,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.82,Owned Outright,All,All,All,All
S12000048,Perth and Kinross,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.79,Owned Outright,All,All,All,All
S12000026,Scottish Borders,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.95,Owned Mortgage/Loan,All,All,All,All
S12000042,Dundee City,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.87,All,All,16-64 years,All,All
S12000041,Angus,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.77,All,All,16-64 years,All,All
S12000030,Stirling,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.19,All,All,All,Female,All
S12000039,West Dunbartonshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.73,All,All,16-64 years,All,All
S12000045,East Dunbartonshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.76,All,All,16-64 years,All,All
S12000033,Aberdeen City,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.29,All,All,All,Female,All
S12000033,Aberdeen City,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.74,All,All,All,Male,All
S12000028,South Ayrshire,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.41,All,All,All,Male,All
S12000030,Stirling,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.99,All,All,All,Male,All
